cites,authors,title,year,source,publisher,abstract,text
121,"DH Ryan, E Ravussin, S Heymsfield",COVID 19 and the patient with obesity?Cthe editors speak out,2020,"Obesity (Silver Spring, Md.)",ncbi.nlm.nih.gov,"The pandemic of COVID-19 is bringing public health to the forefront for all members of The Obesity Society. COVID-19 emerged in Wuhan, China, in December 2019 and is thought to be a betacoronavirus related to the SARS virus (1). The manifestations of the COVID-19 ??","COVID 19 and the patient with obesity?Cthe editors speak out The pandemic of COVID-19 is bringing public health to the forefront for all members of The Obesity Society. COVID-19 emerged in Wuhan, China, in December 2019 and is thought to be a betacoronavirus related to the SARS virus (1). The manifestations of the COVID-19 ??"
120,"AS Kliger, J Silberzweig",Mitigating risk of COVID-19 in dialysis facilities,2020,Clin J Am Soc Nephrol,Am Soc Nephrol,"Coronavirus disease 2019 (COVID-19), a pandemic sweeping the world's population, is particularly threatening to patients on dialysis. This concise publication brings the evidence-based guidance of the Centers for Disease Control and Prevention (CDC) and the practical ??","Mitigating risk of COVID-19 in dialysis facilities Coronavirus disease 2019 (COVID-19), a pandemic sweeping the world's population, is particularly threatening to patients on dialysis. This concise publication brings the evidence-based guidance of the Centers for Disease Control and Prevention (CDC) and the practical ??"
119,"??, CDC COVID, RC Team, CDC COVID??","Characteristics associated with hospitalization among patients with COVID-19??Metropolitan Atlanta, Georgia, March?CApril 2020",2020,?? and Mortality Weekly ??,ncbi.nlm.nih.gov,"1 CDC COVID-19 Emergency Response Team; 2 Epidemic Intelligence Service, CDC; 3 Georgia Department of Public Health; 4 Emory University School of Medicine, Atlanta, Georgia; 5 Emory Decatur Hospital, Decatur, Georgia ?? Corresponding author: Marie Killerby ??","Characteristics associated with hospitalization among patients with COVID-19??Metropolitan Atlanta, Georgia, March?CApril 2020 1 CDC COVID-19 Emergency Response Team; 2 Epidemic Intelligence Service, CDC; 3 Georgia Department of Public Health; 4 Emory University School of Medicine, Atlanta, Georgia; 5 Emory Decatur Hospital, Decatur, Georgia ?? Corresponding author: Marie Killerby ??"
119,"X Huang, F Wei, L Hu, L Wen, K Chen",Epidemiology and clinical characteristics of COVID-19,2020,Archives of Iranian medicine,aimjournal.ir,"Since December 2019, there has been an outbreak of a novel coronavirus (COVID-19) infection in Wuhan, China. Meanwhile, the outbreak also drew attention and concern from the World Health Organization (WHO). COVID-19 is another human infectious disease ??","Epidemiology and clinical characteristics of COVID-19 Since December 2019, there has been an outbreak of a novel coronavirus (COVID-19) infection in Wuhan, China. Meanwhile, the outbreak also drew attention and concern from the World Health Organization (WHO). COVID-19 is another human infectious disease ??"
119,MB Fini,What dentists need to know about COVID-19,2020,Oral oncology,Elsevier,"This article aims at collecting all information needed for dentists regarding the COVID-19 pandemic throughout the world by reviewing articles published by now. In late 2019, a pneumonia outbreak of uncertain etiology happened in Wuhan, China. There were many ??","What dentists need to know about COVID-19 This article aims at collecting all information needed for dentists regarding the COVID-19 pandemic throughout the world by reviewing articles published by now. In late 2019, a pneumonia outbreak of uncertain etiology happened in Wuhan, China. There were many ??"
118,"A Schuchat, CDC Covid, R Team","Public health response to the initiation and spread of pandemic COVID-19 in the United States, February 24?CApril 21, 2020",2020,Morbidity and mortality weekly ??,ncbi.nlm.nih.gov,"From January 21 through February 23, 2020, a total of 14 cases of coronavirus disease 2019 (COVID-19) were diagnosed in six US states, including 12 cases in travelers arriving from China and two in household contacts of persons with confirmed infections. An ??","Public health response to the initiation and spread of pandemic COVID-19 in the United States, February 24?CApril 21, 2020 From January 21 through February 23, 2020, a total of 14 cases of coronavirus disease 2019 (COVID-19) were diagnosed in six US states, including 12 cases in travelers arriving from China and two in household contacts of persons with confirmed infections. An ??"
118,"??, T Saito, T Sunagawa, T Matsui, T Wakita, M COVID??",Closed environments facilitate secondary transmission of coronavirus disease 2019 (COVID-19),2020,MedRxiv,medrxiv.org,"Commissioned by the Minister of the Ministry of Health, Labour, and Welfare of Japan, we collected secondary transmission data with the aim of identifying high risk transmission settings. We show that closed environments contribute to secondary transmission of COVID ??","Closed environments facilitate secondary transmission of coronavirus disease 2019 (COVID-19) Commissioned by the Minister of the Ministry of Health, Labour, and Welfare of Japan, we collected secondary transmission data with the aim of identifying high risk transmission settings. We show that closed environments contribute to secondary transmission of COVID ??"
118,"M Martinez-Alvarez, A Jarde, E Usuf??",COVID-19 pandemic in west Africa,2020,The lancet global ??,thelancet.com,"The coronavirus disease 2019 (COVID-19) outbreak, which started in the Hubei province of China in 2019, has now spread to all continents, affecting 177 countries by March 27, 2020 ?? An interactive web-based dashboard to track COVID-19 in real time ?? Successful efforts in containing the ??","COVID-19 pandemic in west Africa The coronavirus disease 2019 (COVID-19) outbreak, which started in the Hubei province of China in 2019, has now spread to all continents, affecting 177 countries by March 27, 2020 ?? An interactive web-based dashboard to track COVID-19 in real time ?? Successful efforts in containing the ??"
117,MF Neurath,Covid-19 and immunomodulation in IBD,2020,Gut,gut.bmj.com,"The current coronavirus pandemic is an ongoing global health crisis due to COVID-19, caused by severe acute respiratory syndrome coronavirus 2. Although COVID-19 leads to little or mild flu-like symptoms in the majority of affected patients, the disease may cause ??","Covid-19 and immunomodulation in IBD The current coronavirus pandemic is an ongoing global health crisis due to COVID-19, caused by severe acute respiratory syndrome coronavirus 2. Although COVID-19 leads to little or mild flu-like symptoms in the majority of affected patients, the disease may cause ??"
117,"C Scavone, S Brusco, M Bertini??",Current pharmacological treatments for COVID?\19: what's next?,2020,British journal of ??,Wiley Online Library,"Since December 2019 SARS?\Cov?\2 was found responsible for the disease COVID?\19, which has spread worldwide. No specific therapies/vaccines are yet available for the treatment of COVID?\19. Drug repositioning may offer a strategy and a number of drugs have ??","Current pharmacological treatments for COVID?\19: what's next? Since December 2019 SARS?\Cov?\2 was found responsible for the disease COVID?\19, which has spread worldwide. No specific therapies/vaccines are yet available for the treatment of COVID?\19. Drug repositioning may offer a strategy and a number of drugs have ??"
117,"D Laborde, W Martin, J Swinnen, R Vos",COVID-19 risks to global food security,2020,Science,science.sciencemag.org,Skip to main content. ScienceMag.org Search X Advanced Search. Contents; News; Careers; Journals. Read our COVID-19 research and news. share.,COVID-19 risks to global food security Skip to main content. ScienceMag.org Search X Advanced Search. Contents; News; Careers; Journals. Read our COVID-19 research and news. share.
117,"L Platt, R Warwick",Are some ethnic groups more vulnerable to COVID-19 than others,2020,Institute for fiscal studies,ifs.org.uk,"Executive summary The COVID-19 pandemic has affected some sections of the population more than others, and there are growing concerns that the UK's minority ethnic groups are being disproportionately affected. Following evidence that minority groups are ??","Are some ethnic groups more vulnerable to COVID-19 than others Executive summary The COVID-19 pandemic has affected some sections of the population more than others, and there are growing concerns that the UK's minority ethnic groups are being disproportionately affected. Following evidence that minority groups are ??"
